Protein ID,Gene name,Control1,Control2,Control3,Disease1,Disease2,Disease3
Q16773, CCBL1 ,0.473988004,0.408657958,0.338943404,0.915529403,0.833608973,0.275484977
Q16774, GUK1 ,1.198716926,1.193075315,1.296607119,1.225306713,1.247891582,0.983549712
Q16775, HAGH ,2.992262673,3.409892261,2.808974549,3.003814489,3.015374575,2.984693374
Q16795, NDUFA9 ,3.072962595,2.740692654,2.825259244,2.823611081,2.928081262,3.090113218
Q16798, ME3 ,2.89404305,3.034338665,3.202524704,2.696259598,2.395444414,2.563974849
Q16799, RTN1 ,-2.419237713,-2.768637202,-2.321051334,-2.541169463,-2.231482625,-2.821712651
Q16816, PHKG1 ,0.674683094,0.272799937,0.201828703,0.674311495,0.702324632,0.678527888
Q16821, PPP1R3A ,3.27373426,2.954259778,2.776566674,2.992329917,2.958213608,3.205843072
Q16836, HADH ,5.750329513,6.147618483,5.57619817,5.845329546,5.782726614,5.629318426
Q16850, CYP51A1 ,-3.984335792,-4.435259569,-3.815319008,-4.801082349,-4.628788734,-3.791572474
Q16851, UGP2 ,4.132507381,4.565120128,3.950276715,4.428331096,3.891378312,3.810933096
Q16853, AOC3 ,0.392007017,0.041364273,0.245194777,-0.232241519,0.048404639,0.685893432
Q16864, ATP6V1F ,-1.90378111,-1.983916745,-1.66256465,-1.800859287,-1.857255922,-1.845265384
Q16881, TXNRD1 ,1.284009539,1.407793316,1.221485284,1.508103897,1.252519233,1.324134021
Q16890, TPD52L1 ,-2.62569688,-1.648658753,-2.133906307,-1.719383816,-1.990870743,-2.908879868
Q16891, IMMT ,6.5396112,6.757499742,6.171459991,6.814267149,6.669105569,6.369990972
Q17R31, TATDN3 ,0.217466513,-0.031597141,-0.075672122,0.144854198,-0.140249863,0.091619465
Q17RN3, FAM98C ,-1.556326388,-1.01907442,-1.011234338,-1.010171399,-0.181001312,-0.817695415
Q18PE1, DOK7 ,-1.224654107,-0.806609272,-1.098106488,-0.910142991,-0.91997002,-1.049186984
Q1KMD3, HNRNPUL2 ,1.91487053,1.859299288,1.900974955,2.03445192,1.717152257,1.936183901
Q27J81, INF2 ,1.410739618,1.355797167,1.469337064,1.468741816,1.627043771,1.563928476
Q29RF7, PDS5A ,-1.000070519,-0.908298227,-1.220887056,-0.943897477,-1.089347019,-0.848125625
Q2KHT3, CLEC16A ,-3.448456639,-4.062650455,-3.69271642,-3.431411083,-3.844923717,-3.712517105
Q2M1Z3, ARHGAP31 ,-2.020320484,-2.268666656,-1.947212268,-2.007509203,-2.032082917,-2.157814295
Q2M2I8, AAK1 ,0.775463601,0.603133541,0.625459797,0.446632246,0.537531257,0.455761345
Q2M389, KIAA1033 ,-1.436584522,-1.709758407,-1.833304657,-2.111740764,-2.268589658,-1.303305919
Q2M3C7, SPHKAP ,3.470687775,3.513712364,3.426927488,2.919009427,3.527668386,3.541754479
Q2PPJ7, RALGAPA2 ,-4.262010856,-3.35878463,-5.007488751,-5.347481473,-3.276648255,-3.703843849
Q2TAA2, IAH1 ,2.771338077,2.377809565,2.561740577,2.654236058,2.661202962,2.415270734
Q2TAL5, SMTNL2 ,-0.172405314,-0.178817555,-0.66897637,-0.60637341,-0.364779875,-0.509959836
Q2TAL8, QRICH1 ,-3.087664333,-2.826684051,-2.667594838,-2.857123452,-3.043757979,-3.029192906
Q2TAY7, SMU1 ,0.687125073,0.858606401,0.489248317,0.52420289,0.838176339,1.108988137
Q2TBE0, CWF19L2 ,0.158125099,0.046558214,0.008193493,-0.019830799,-0.028440034,0.131692322
Q2UY09, COL28A1 ,2.167214814,1.324461148,2.344119105,1.952694289,0.703951464,0.790361696
Q2V2M9, FHOD3 ,1.948824075,2.150907177,1.49201626,2.3246781,1.83261011,1.70231705
Q30154, HLA-DRB5 ,0.516214287,-0.123604876,0.883596342,0.486015035,0.581226251,0.310953609
Q32MK0, MYLK3 ,3.904090691,3.452041406,3.484303021,3.344476126,3.436005556,3.466750979
Q32MZ4, LRRFIP1 ,2.247816696,2.056864069,2.043009912,2.230517635,1.945430455,2.016861553
Q32NB8, PGS1 ,-3.05538217,-3.035086343,-2.179053169,-3.349133099,-3.172795733,-2.858012361
Q32P28, LEPRE1 ,-0.418914444,-0.284125575,-0.350860402,-0.119647735,-0.644590929,-0.723314805
Q32P41, TRMT5 ,-2.715477579,-2.75987647,-2.365748544,-2.293091609,-1.867986469,-2.490859234
Q32P44, EML3 ,-0.527550437,-0.644621326,-0.809587111,-0.715664533,-0.626333605,-0.736412527
Q330K2, NDUFAF6 ,-2.363222152,-1.467969614,-1.9736548,-1.424406859,-1.718795824,-2.044993924
Q3KQU3, MAP7D1 ,1.785784527,2.128989513,1.590765509,2.066797002,2.036913803,1.969474526
Q3KQV9, UAP1L1 ,0.152679902,0.248169073,0.348168462,0.059710287,0.430934028,0.237820673
Q3KRA6, C2orf76 ,-2.087578696,-1.739262254,-1.963655943,-1.636375248,-1.796737796,-2.153415831
Q3LXA3, DAK ,1.621654587,1.918745842,1.613497453,1.771688339,1.444697435,1.526439126
Q3MHD2, LSM12 ,1.495927273,1.530132208,1.438438883,1.458715646,1.426306626,1.82642175
Q3MIX3, ADCK5 ,-2.798967633,-3.36936129,-2.614254688,-2.543804932,-3.13362447,-2.841447427
Q3SXM5, HSDL1 ,-2.174404766,-3.676403078,-3.171149386,-2.267776701,-2.770917189,-3.077217382
Q3SY69, ALDH1L2 ,-2.712041016,-3.010485019,-2.769387005,-2.914721577,-3.187009592,-3.623441741
Q3V6T2, CCDC88A ,-2.732918206,-2.60352764,-2.763497758,-2.491533055,-2.853452458,-2.878495493
Q3YEC7, RABL6 ,0.364711994,0.236250869,0.143375577,-0.223744468,0.129443229,-0.078218685
Q3ZCM7, TUBB8 ,-0.802688182,-2.81741071,-0.378054085,-0.241394174,-0.525554911,-0.71388377
Q3ZCQ8, TIMM50 ,2.001449915,2.136340746,2.069413151,2.026093898,2.066360636,1.963229235
Q3ZCW2, LGALSL ,-6.508314749,-6.707643814,-7.641398915,-7.07233514,-6.589301878,-6.990126246
Q495W5, FUT11 ,-3.19730415,-2.683967474,-2.751508426,-2.208683259,-2.037237524,-2.228020086
Q49A26, GLYR1 ,-1.335450012,-1.594622189,-1.772249496,-1.612689464,-1.103594008,0.248385841
Q4G0F5, VPS26B ,0.817112256,0.053735291,0.677237665,0.670294558,0.389928012,0.950018362
Q4G0J3, LARP7 ,-1.921760505,-1.952447532,-2.193543494,-1.860513386,-2.399414546,-1.9459487
Q4G0N4, NADK2 ,2.181542571,2.537190472,2.192800034,2.307797266,2.064877755,2.263804462
Q4G176, ACSF3 ,-0.061210029,0.253129002,-0.114276596,0.059915003,-0.006324839,0.004148582
Q4J6C6, PREPL ,1.216252999,1.209896335,1.292846011,1.096298604,0.69559449,0.771321366
Q4KMQ2, ANO6 ,-1.636806592,-1.730024901,-1.479395983,-1.868485514,-1.88864761,-1.498679911
Q4L180, FILIP1L ,-0.46809343,0.076506363,-0.227300232,-0.255997194,-0.016753804,-0.015757052
Q4U2R6, MRPL51 ,-2.676185288,-1.994981909,-1.750404751,-2.051377368,-1.954519649,-2.240924421
Q4V328, GRIPAP1 ,0.943595776,0.928711593,0.703160487,0.915189991,0.95085707,0.907321221
Q4V9L6, TMEM119 ,-0.562442657,-0.932058488,-0.929079625,-0.92789549,-0.80922874,-1.25800565
Q4VC31, CCDC58 ,-1.860410853,-1.04625919,-0.281279424,-1.668031039,-0.966519024,-1.388038968
Q4ZHG4, FNDC1 ,-2.184169082,-2.582953159,-2.466652104,-2.374092857,-2.369295189,-2.140179447
Q52LJ0, FAM98B ,1.636052015,1.585727264,1.562515317,1.590974438,1.514974545,1.639805983
Q52LW3, ARHGAP29 ,-3.079755766,-3.392126181,-2.741809642,-2.560802013,-3.309463544,-3.218621221
Q53EL6, PDCD4 ,-0.538687618,-0.754206704,-0.851008336,-0.77818382,-0.394989131,-0.439023929
Q53EP0, FNDC3B ,-2.876448319,-2.509181762,-2.675611585,-2.987689334,-3.150061662,-2.994228161
Q53EU6, AGPAT9 ,0.71292139,0.713010679,0.377961652,0.022632058,0.536618611,0.501242598
Q53FA7, TP53I3 ,1.500420654,0.910746629,1.216276224,0.894677718,1.659893921,1.636017183
Q53FT3, C11orf73 ,-0.912477309,-1.470753455,-1.105143241,-0.749703645,-1.185935857,-1.219693743
Q53GG5, PDLIM3 ,3.424090667,2.923622107,3.31223001,3.558090872,3.325296931,2.952606474
Q53GL7, PARP10 ,-2.715609918,-2.873566015,-2.560025685,-2.450342506,-2.559233347,-2.848658848
Q53GQ0, HSD17B12 ,1.816139916,2.004555196,2.039860731,1.762409719,1.791480058,1.904159726
Q53GS7, GLE1 ,-7.159980139,-3.076157641,-6.929172555,-6.801796378,-6.810665261,-7.589857717
Q53GS9, USP39 ,-2.949335785,-2.479807738,-3.088523142,-2.476254172,-2.478114687,-2.62003243
Q53GT1, KLHL22 ,-0.856648077,-1.302283028,-0.832829181,-1.538042986,-1.606665089,-1.01686639
Q53H12, AGK ,2.419352748,2.391849027,2.274585589,2.292808317,2.289895954,2.561282734
Q53H82, LACTB2 ,2.257329703,1.674296878,1.913377004,1.229789965,1.457592645,2.010410177
Q53HC0, CCDC92 ,-0.937109286,-1.060296762,-0.648211747,-1.005194512,-0.728842821,-1.133365879
Q53HC9, TSSC1 ,-1.232444184,-1.407872065,-1.506222621,-0.947349689,-1.109386003,-1.459013329
Q53LP3, SOWAHC ,-4.761733833,-4.570202593,-4.635776439,-4.82265845,-4.715394363,-4.847987414
Q53QV2, LBH ,-2.449182645,-2.526140484,-2.636487535,-2.428858068,-2.752254797,-2.768312872
Q53S33, BOLA3 ,-0.094811556,-0.158672316,-0.332835842,-0.474462366,0.008438232,-0.039685116
Q53SF7, COBLL1 ,-0.247577487,-0.762413835,-0.33754975,-0.415101511,-0.596680131,-0.556506903
Q53T59, HS1BP3 ,-2.751386033,-3.017193188,-3.005129728,-2.754807482,-3.159275011,-2.985384327
Q53TN4, CYBRD1 ,0.329405689,1.679355373,1.587343646,1.403371832,-0.075108556,0.363266287
Q567U6, CCDC93 ,1.432102124,1.341077194,1.275373387,1.370424818,1.36445411,1.377035541
Q56VL3, OCIAD2 ,-2.744213481,-2.206064235,-2.620267242,-1.902959061,-1.736751787,-2.066771296
Q58FF8, HSP90AB2P ,-1.525141906,-0.989069928,-1.432124563,-1.338798144,-1.176083588,-1.666543235
Q58WW2, DCAF6 ,0.975505024,0.909816308,0.747825681,0.824768053,0.854724434,0.951153448
Q59H18, TNNI3K ,-0.746138448,-0.918920252,-0.762902389,-1.030252431,-0.811623737,-1.134087918
Q5BKU9, OXLD1 ,-5.145430867,-5.036735465,-4.349470359,-4.497690205,-4.192938924,-4.600010023
Q5BKX8, MURC ,2.381149351,2.783253972,2.309078929,3.011561519,2.607552608,2.76598569
Q5BKZ1, ZNF326 ,-1.255685097,-1.868569214,-1.442242984,-1.689481609,-1.707668889,-1.481808796
Q5CZC0, FSIP2 ,-1.932026114,-2.281413591,-3.163442389,-2.375598062,-1.615134081,-2.235232288
Q5EBL4, RILPL1 ,0.359649048,0.456826469,0.640482499,0.279034339,0.381089436,0.527752146
Q5EBL8, PDZD11 ,0.115484192,-0.302067443,-0.035726794,0.33176552,0.082338011,0.153107933
Q5EBM0, CMPK2 ,-1.378803796,-1.740868453,-1.409259808,-1.886297564,-1.141801393,-1.863510018
Q5F1R6, DNAJC21 ,-0.760299777,-0.853602828,-0.787108264,-0.788393083,-1.367179879,-0.591778984
Q5GLZ8, HERC4 ,0.435204888,0.21305802,0.210257518,0.382604386,0.320176512,0.11573576
Q5H9R7, PPP6R3 ,1.562856376,1.410837846,1.434353323,1.394032605,1.360833229,1.165948123
Q5HYI7, MTX3 ,-0.375663519,-0.35629242,-0.363755213,-0.126386599,-0.261210534,-0.427397888
Q5HYI8, RABL3 ,-0.241395539,-0.279210537,-0.255242844,-0.302660925,-0.041711845,-0.127183191
Q5HYJ1, TECRL ,0.219267566,-1.387744525,-0.00043848,0.625879488,-0.532900838,0.408117694
Q5HYK3, COQ5 ,2.950414942,2.305641449,2.382941012,2.980536924,2.884417603,2.753027385
Q5HYK7, SH3D19 ,0.451267928,0.209754605,0.290977356,0.387702023,-0.153767567,0.09056397
Q5HYW2, NHSL2 ,-0.17242802,-0.081369772,-0.255197337,-0.135827314,-0.015038277,-0.004297717
Q5J8M3, EMC4 ,-0.444925324,-0.528077421,-0.54424896,-0.360166961,-0.728088578,-0.489565033
Q5JPH6, EARS2 ,1.67619694,1.36231509,1.623555444,1.461941523,1.45959527,1.932812194
Q5JPI9, METTL10 ,-1.022610866,-1.216463495,-1.216361577,-1.412543087,-1.265283281,-1.138427761
Q5JR59, MTUS2 ,2.185711443,1.655133272,2.033634798,2.032679887,1.922688206,2.387711896
Q5JRA6, MIA3 ,3.211127658,3.031802116,2.888928719,3.114930532,2.917932155,3.143563601
Q5JRX3, PITRM1 ,4.640275511,3.413486293,4.009903294,3.18970676,3.867902424,4.511632801
Q5JSH3, WDR44 ,2.160515571,1.948891867,1.86070338,2.169974794,1.871130121,2.030349824
Q5JSZ5, PRRC2B ,-3.902756147,-4.174090132,-3.935949337,-3.936641936,-3.925005719,-4.081691003
Q5JTB6, PLAC9 ,-3.156329042,-2.63122169,-3.186410297,-3.431687356,-2.899676866,-2.504814587
Q5JTD0, TJAP1 ,-1.861069434,-1.447081502,-1.635894931,-2.180726169,-2.062996488,-2.080275561
Q5JTH9, RRP12 ,-4.207653273,-4.13930029,-4.414332224,-4.052669273,-4.174364002,-4.239110851
Q5JTJ3, COA6 ,0.633716507,1.850811134,2.55461934,0.935370073,2.396309363,1.464988916
Q5JTV8, TOR1AIP1 ,2.259351051,2.325943967,2.082615793,2.030905676,1.951220973,2.276764419
Q5JTZ9, AARS2 ,1.692371242,1.110053562,1.646754937,1.297312693,1.487196376,1.599835126
Q5JUQ0, FAM78A ,-2.016321044,-2.209244369,-2.146782496,-2.676927775,-1.998754883,-1.836033047
Q5JVF3, PCID2 ,1.920842444,1.61670226,2.059019575,2.063941997,1.823986544,1.999204722
Q5K4L6, SLC27A3 ,-0.076127744,0.036258135,-0.145398599,-0.344639023,-0.233261972,-0.224011038
Q5KU26, COLEC12 ,0.21568056,0.288363724,-0.044390478,0.289337846,-0.156394126,0.223917604
Q5M775, SPECC1 ,0.470138821,0.186704521,0.29930534,0.480060984,0.49558613,0.50178495
Q5MNZ9, WIPI1 ,-2.307504081,-2.077167364,-2.343517094,-2.254825534,-2.410350831,-2.779980551
Q5NDL2, EOGT ,-1.615536141,-1.46208678,-1.33427724,-1.564937546,-1.510856388,-1.66072258
Q5QJ74, TBCEL ,-0.115398307,-0.781465564,-0.597830902,-0.575201373,-0.742417822,-0.727440486
Q5R372, RABGAP1L ,1.566806356,1.466111938,1.592157278,1.829146493,1.512061078,1.509395076
Q5R3I4, TTC38 ,-2.262919567,-2.557383607,-2.503906638,-2.664888148,-1.862453205,-2.354135031
Q5RI15, COX20 ,-0.503044434,-0.347923287,-0.609709294,0.440890387,0.81050551,-0.319776929
Q5RKV6, EXOSC6 ,-0.196629771,-0.324471044,-0.426630532,-0.003739017,-0.057688887,-0.091655705
Q5SGD2, PPM1L ,0.124254289,0.055208502,1.144307361,0.400626517,-0.073061036,0.118693735
Q5SQH8, C6orf136 ,-2.116730284,-2.200829779,-1.821936269,-1.81431941,-1.783427782,-1.812725674
Q5SRE5, NUP188 ,-6.302776326,-6.43202427,-6.534714832,-6.590054224,-6.041759555,-6.4602472
Q5SRE7, PHYHD1 ,-1.415685733,-1.678010694,-1.363411813,-1.487865703,-1.397276444,-1.576936438
Q5SRH9, TTC39A ,-2.422474391,-2.314951151,-2.713648622,-3.160570861,-4.075535852,-3.486611211
Q5SSJ5, HP1BP3 ,2.515263071,2.398082057,2.149283929,2.476936741,2.263248213,2.695560079
Q5ST30, VARS2 ,0.639936147,0.659221701,0.513009115,1.462189368,1.268617283,1.747362158
Q5SV97, PERM1 ,2.039390318,1.449042663,1.872309831,1.596912044,2.038828595,2.089791166
Q5SW79, CEP170 ,0.934558543,0.818892207,0.76916928,0.915076836,0.773266126,0.795410655
Q5SWX8, ODR4 ,1.34365429,1.160887362,1.222596734,1.696127899,1.249371957,1.418044062
Q5SXM8, DNLZ ,-0.776774562,-0.617777667,-1.32049891,-1.008710876,-0.910059914,-0.784819677
Q5SYE7, NHSL1 ,-2.085439404,-2.480600411,-2.409138289,-2.302555653,-2.18689653,-2.402029722
Q5T013, HYI ,-1.463668878,-1.742366749,-1.478970785,-1.030601119,-1.54040473,-2.582953722
Q5T0D9, TPRG1L ,-3.654508284,-4.561635357,-3.561060375,-3.504696995,-3.568139202,-3.475404924
Q5T0F9, CC2D1B ,1.723392832,2.231604803,2.300435852,2.097635329,2.518850039,1.851865956
Q5T0N5, FNBP1L ,0.383800022,0.463181964,0.250236532,0.391025381,0.519629664,0.402236826
Q5T160, RARS2 ,-3.830293283,-4.973158895,-3.856866095,-3.943519879,-3.45762428,-3.909951187
Q5T1C6, THEM4 ,0.509436418,0.737206003,-0.459965453,-0.326437485,0.434551805,0.295553041
Q5T1M5, FKBP15 ,1.097838901,1.054945539,0.916006338,1.030467004,1.177951752,1.14266344
Q5T2E6, C10orf76 ,-0.668895609,-0.862734905,-0.694850338,-0.618640078,-0.779586474,-0.896922885
Q5T2T1, MPP7 ,-0.078168181,0.040195711,0.238100123,0.24072083,-0.313633868,0.140376367
Q5T3F8, TMEM63B ,-3.724717486,-3.077536316,-3.713223487,-3.41061306,-3.233583071,-3.70488046
Q5T3J3, LRIF1 ,0.958083823,-0.55133362,-0.279982578,1.017370966,-0.595866799,0.494290211
Q5T440, IBA57 ,2.021140599,1.98781882,2.127547183,2.134938729,2.373011463,2.257337917
Q5T447, HECTD3 ,-0.173063919,-0.176345705,-0.188198981,-0.276579243,-0.073583531,-0.127632493
Q5T481, RBM20 ,0.772871792,0.083742595,0.399049631,0.645245919,0.738169362,1.082817244
Q5T4S7, UBR4 ,3.271482622,3.070300878,3.101973916,2.954952589,2.860171956,3.117765281
Q5T5P2, KIAA1217 ,-0.229701057,-0.467062999,-0.196607664,0.340251688,0.315328898,0.024106944
Q5T5U3, ARHGAP21 ,-1.455523202,-1.317427367,-1.288852156,-1.220409331,-1.184712397,-1.435311191
Q5T5Y3, CAMSAP1 ,-1.373051833,-1.670825283,-1.636131944,-1.468249836,-1.337593767,-1.405948316
Q5T653, MRPL2 ,0.16097517,0.31003342,0.468841255,0.432345215,0.844389734,0.723496631
Q5T6F2, UBAP2 ,0.290234503,0.066731687,-0.154281957,0.281353785,0.088539638,0.299257067
Q5T6J7, IDNK ,-5.075758224,-4.059221545,-4.168472962,-4.227506986,-3.814561217,-4.603139009
Q5T6V5, C9orf64 ,-0.14811198,-0.294676226,-0.058575918,-0.101539801,-0.414603029,-0.388146625
Q5T6X4, FAM162B ,-2.102643222,-2.201935485,-1.967006045,-1.889598692,-1.528417166,-1.745900508
Q5T749, KPRP ,-2.225501892,-2.387544375,-0.020215676,-1.662481425,-1.977608177,-1.857435923
Q5T8D3, ACBD5 ,-0.193700346,-0.345005523,-0.561251649,-0.286434818,-0.384362694,-0.024795217
Q5T8P6, RBM26 ,-0.346448687,-0.711868944,-0.248387448,-0.107780476,-0.076853417,-0.266292866
Q5T9A4, ATAD3B ,0.914817098,0.700557414,0.694822476,1.190688646,0.890346112,0.863804067
Q5T9L3, WLS ,-3.910127951,-5.053186068,-4.715475626,-3.710306003,-4.536389795,-3.909456633
Q5TA45, CPSF3L ,-5.693675855,-5.596504633,-5.286580811,-4.800844418,-5.614099971,-5.606274796
Q5TA50, CPTP ,-2.820012752,-2.895678572,-2.698620153,-2.559442903,-2.343189636,-2.501254851
Q5TAQ9, DCAF8 ,0.920682804,0.929342931,0.678405559,0.868269691,0.97901142,0.826993798
Q5TBA9, FRY ,0.58619435,0.266545273,0.583964521,0.617308586,0.258862436,0.472834623
Q5TC12, ATPAF1 ,1.106847564,0.977255656,1.099689518,1.083064249,1.040358601,1.404848903
Q5TCZ1, SH3PXD2A ,-1.088778086,-0.889956563,-1.193857469,-1.130211522,-0.580623744,-0.457544017
Q5TDH0, DDI2 ,0.601147459,0.269449359,0.727198413,0.824310196,0.837597524,0.371598707
Q5TEU4, NDUFAF5 ,-0.090664859,0.329731313,0.039768003,-0.076213582,0.172894674,0.330973678
Q5TFE4, NT5DC1 ,-0.207616047,0.038175055,-0.475520693,-0.046379931,-0.382095747,-0.667588224
Q5TGY1, TMCO4 ,-2.910415731,-2.868050538,-2.892379521,-2.506878453,-2.699339326,-2.847197891
Q5TGZ0, MINOS1 ,-1.21826467,-0.87454742,-0.34010554,-0.711954814,-0.707871661,-0.881533586
Q5THJ4, VPS13D ,0.389886604,0.188335823,0.209301425,0.335423059,0.22328781,0.366885747
Q5TID7, CCDC181 ,-2.641701981,-2.204904978,-2.521094214,-2.655097069,-2.074489637,-2.400030987
Q5TKA1, LIN9 ,-4.735572709,-4.911509519,-5.073744674,-4.444314053,-4.462177958,-4.564733263
Q5TZA2, CROCC ,0.702187645,0.784666084,0.541869004,0.631730535,0.756388035,0.622739803
Q5U5X0, LYRM7 ,-0.023470698,0.390015551,0.296482941,-0.185726783,0.732601312,0.421037377
Q5U651, RASIP1 ,0.467605835,0.249824278,0.23278859,0.590946105,0.643032428,0.621938191
Q5UAW9, GPR157 ,-3.418655881,-3.974343578,-3.583921896,-3.432009741,-3.250418881,-3.476655953
Q5UCC4, EMC10 ,0.40826708,0.249088866,0.580628455,0.711247139,0.442247662,0.43820028
Q5VIR6, VPS53 ,-1.524562138,-1.764732848,-1.542859589,-1.92826902,-2.045448227,-1.420261464
Q5VST9, OBSCN ,5.423996812,5.673577679,5.298480127,5.8189618,5.388387536,5.461669903
Q5VT25, CDC42BPA ,0.427705074,0.19331427,0.320986075,0.695442871,0.948714602,0.427066626
Q5VT52, RPRD2 ,-0.985276806,-1.234246697,-1.18776463,-1.087052136,-1.025109488,-1.10926572
Q5VT66, MARC1 ,-1.796445928,-2.040515835,-1.08171205,-1.655607905,-1.49397297,-1.644943013
Q5VTR2, RNF20 ,-0.437102707,-0.249936888,-0.558609813,-0.309678785,-0.516291609,-0.336853702
Q5VTT5, MYOM3 ,3.369070993,3.300127069,3.661444146,3.590407675,3.848469299,3.505078262
Q5VU43, PDE4DIP ,-0.452211609,0.329992143,0.071247036,-0.011805498,0.200059533,-0.464678518
Q5VUM1, SDHAF4 ,1.523170773,1.768912013,1.563418655,1.062859697,2.19647058,2.100445042
Q5VV42, CDKAL1 ,-1.531709529,-1.653051149,-1.945375497,-1.636773325,-1.738960276,-1.603022383
Q5VVJ2, MYSM1 ,0.519591318,-0.755940358,0.72546993,0.648625491,2.051762255,3.757373284
Q5VVQ6, YOD1 ,-1.622157284,-1.547798836,-1.393146894,-1.565569006,-1.447746803,-1.918944478
Q5VW32, BROX ,-1.197137835,-0.683827031,-1.150468104,-0.902304846,-1.149951458,-1.104128101
Q5VWN6, FAM208B ,-4.069858731,-4.975288588,-4.365964735,-4.17252633,-4.314312943,-4.053369502
Q5VWP3, MLIP ,3.842502893,3.814067732,3.568376928,3.947143703,4.0531091,3.935252089
Q5VWQ8, DAB2IP ,-1.26388691,-1.537674395,-1.404507944,-0.922142366,-1.232629712,-1.075933491
Q5VWZ2, LYPLAL1 ,-0.241943445,-0.768022961,0.032405022,-0.323764342,-0.430410353,-0.371838764
Q5VXT5, SYPL2 ,-1.252801436,-1.09608191,-1.561307911,-0.95180042,-0.89189993,-0.862263241
Q5VY43, PEAR1 ,-4.507013116,-4.120664861,-4.033539709,-4.016718933,-3.698855588,-4.14577491
Q5VYK3, ECM29 ,2.263930706,1.9718335,2.067595124,2.341700499,2.279875429,2.284270977
Q5VYX0, RNLS ,-0.157317343,-0.542393477,-0.618404649,-0.718540874,-0.975767621,-0.221866766
Q5VZ89, DENND4C ,0.927054673,0.751037401,0.641020508,0.958130248,1.01387931,0.952145917
Q5VZE5, NAA35 ,-0.473174724,-0.366822575,-0.718182842,-0.345235256,-0.485488897,-0.541262646
Q5VZF2, MBNL2 ,-2.262436139,-1.95414029,-2.15158579,-2.028214295,-2.124897844,-2.37674384
Q5VZL5, ZMYM4 ,-0.309350396,-0.395140919,-0.67529493,-0.373705742,-0.648412983,-0.362254595
Q5VZP5, DUSP27 ,1.722965665,1.820625695,1.333491886,2.150497972,0.784625703,0.931590698
Q5W111, SPRYD7 ,-1.765770495,-1.984262601,-1.494142568,-2.936968715,-2.583957222,-1.956872234
Q5XKK7, FAM219B ,-4.218902342,-5.365143837,-4.386711901,-3.504212674,-3.307864353,-3.89213106
Q5XKP0, QIL1 ,2.936428428,3.198680336,2.772777877,3.152707085,2.62053107,2.494484868
Q5XPI4, RNF123 ,-1.714948344,-1.55346507,-1.953548678,-1.545498149,-1.625822645,-1.855946202
Q5ZPR3, CD276 ,-2.62569688,-2.666031694,-2.90334891,-2.499137097,-2.626793624,-2.579556692
Q63HM9, PLCXD3 ,-0.693187132,-0.531485177,-0.991086344,-0.485175055,-0.783855226,-0.678606557
Q63HN8, RNF213 ,-0.092919355,1.076143597,0.515305125,0.481070322,-0.204604115,0.055793527
Q63HQ2, EGFLAM ,0.455902352,0.392598414,0.731613915,0.582050464,0.579427189,0.587880126
Q63HR2, TNS2 ,1.008727777,0.868396381,0.870746837,0.843535082,0.933129166,1.015234453
Q63ZY3, KANK2 ,2.627013399,2.702892213,2.784225251,2.705448769,2.659762951,2.874328433
Q641Q2, FAM21A ,2.895316378,2.741117678,2.600668406,2.662954909,2.421710677,2.708665045
Q643R3, LPCAT4 ,-1.113326362,-1.063650569,-1.422894237,-1.377747915,-1.12212076,-0.969864998
Q658P3, STEAP3 ,-2.927589151,-3.512545124,-3.049929509,-2.867675414,-3.235024033,-2.621702323
Q66K14, TBC1D9B ,0.851240416,0.859148689,0.491853587,0.368558406,0.373123302,0.540798189
Q66K74, MAP1S ,-0.031994315,-0.524661974,-0.256608731,-0.286226637,-0.096895444,-0.094961386
Q66K89, E4F1 ,-2.552479909,-2.237463868,-2.236596361,-2.178541424,-2.463615348,-2.543043519
Q66LE6, PPP2R2D ,-0.326832342,-0.88159707,-0.697444892,-0.503268715,-0.458169963,-0.342336206
Q66PJ3, ARL6IP4 ,-2.729974475,-2.980505861,-2.942001937,-2.72693603,-2.649204571,-3.191312439
Q676U5, ATG16L1 ,0.135027798,-0.281333904,-0.313753558,-0.064161371,-0.441888592,0.036672744
Q684P5, RAP1GAP2 ,0.333872513,-0.388974627,-1.00188854,-0.053227097,-0.030087067,-0.565082119
Q687X5, STEAP4 ,-3.771771063,-4.23647479,-3.838695269,-4.479201845,-4.50767566,-3.35607114
Q68CQ7, GLT8D1 ,-1.930105338,-1.835900344,-2.231448325,-2.384528711,-2.329126072,-1.933116244
Q68CZ2, TNS3 ,-0.131905245,-0.335873635,-0.371577384,-0.302608288,-0.440540069,-0.201007243
Q68D91, MBLAC2 ,-0.600305778,-0.786527228,-0.711549174,-0.477786686,-0.330134997,-0.440660566
Q68DH5, LMBRD2 ,-1.409838665,-1.410745585,-1.792711738,-1.337611229,-1.418690769,-1.238851955
Q68DQ2, CRYBG3 ,-0.029277723,-0.223540286,-0.342810927,-0.128204505,0.053198845,-0.231074431
Q68E01, INTS3 ,0.200120667,0.78663122,0.244873049,-1.616871949,-0.468268156,-0.627469018
Q68EM7, ARHGAP17 ,2.038556858,1.971944928,1.755999228,2.048756673,1.837134305,1.70719614
Q69YN2, CWF19L1 ,-1.199680844,-1.29741328,-1.496077196,-1.327722355,-1.485952488,-1.224107125
Q69YQ0, SPECC1L ,1.297187184,1.10442308,1.139919274,1.508118901,1.234640096,1.282468453
